source_class_uri,target_class_uri,semantic_relation,similarity_score,justification
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:politician,http://dbpedia.org/ontology/Politician,equivalent,0.59734684,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:island,http://dbpedia.org/ontology/Island,equivalent,0.5910285,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:monarch,http://dbpedia.org/ontology/Monarch,equivalent,0.611275,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:weapon,http://dbpedia.org/ontology/Weapon,equivalent,0.6116063,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:sportsteam,http://dbpedia.org/ontology/SportsTeam,equivalent,0.6173732,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:planet,http://dbpedia.org/ontology/Planet,equivalent,0.61369896,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:bone,http://dbpedia.org/ontology/Bone,equivalent,0.625515,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:chemical,http://dbpedia.org/ontology/ChemicalSubstance,equivalent,0.56442446,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:comedian,http://dbpedia.org/ontology/Comedian,equivalent,0.60520524,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:trainstation,http://dbpedia.org/ontology/RailwayStation,equivalent,0.5828259,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:bird,http://dbpedia.org/ontology/Bird,equivalent,0.61459655,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:recordlabel,http://dbpedia.org/ontology/RecordLabel,equivalent,0.5996817,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:currency,http://dbpedia.org/ontology/Currency,equivalent,0.61292475,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:criminal,http://dbpedia.org/ontology/Criminal,equivalent,0.6150326,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicinstrument,http://dbpedia.org/ontology/Instrument,equivalent,0.5161,"Although the similarity score is not the highest, the semantic fit between the contexts is the most suitable. Both 'musicinstrument' and 'instrument' refer to a type of object, and the context suggests a focus on the physical aspects of music-making. This match is the most appropriate considering both context and score."
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:company,http://dbpedia.org/ontology/Company,equivalent,0.56167966,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:boardgame,http://dbpedia.org/ontology/BoardGame,equivalent,0.608528,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:bank,http://dbpedia.org/ontology/Bank,equivalent,0.5991243,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:protein,http://dbpedia.org/ontology/Protein,equivalent,0.6194358,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:visualartform,http://dbpedia.org/ontology/Artwork,equivalent,0.51029384,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:amphibian,http://dbpedia.org/ontology/Amphibian,equivalent,0.60519093,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:city,http://dbpedia.org/ontology/City,equivalent,0.5900437,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:automobileengine,http://dbpedia.org/ontology/AutomobileEngine,equivalent,0.6210576,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:nonprofitorganization,http://dbpedia.org/ontology/Non-ProfitOrganisation,equivalent,0.56621397,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:restaurant,http://dbpedia.org/ontology/Restaurant,equivalent,0.6134125,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:braintissue,http://dbpedia.org/ontology/Brain,equivalent,0.54993194,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:port,http://dbpedia.org/ontology/Port,equivalent,0.58052194,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:placeofworship,http://dbpedia.org/ontology/ReligiousBuilding,equivalent,0.5038069,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:ethnicgroup,http://dbpedia.org/ontology/EthnicGroup,equivalent,0.62810224,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hospital,http://dbpedia.org/ontology/Hospital,equivalent,0.59007543,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mediatype,http://dbpedia.org/ontology/Media,equivalent,0.5360874,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:tradeunion,http://dbpedia.org/ontology/TradeUnion,equivalent,0.6094417,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:drug,http://dbpedia.org/ontology/Drug,equivalent,0.6153114,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:university,http://dbpedia.org/ontology/University,equivalent,0.5825808,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:architect,http://dbpedia.org/ontology/Architect,equivalent,0.6064614,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mountainrange,http://dbpedia.org/ontology/MountainRange,equivalent,0.5964894,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:muscle,http://dbpedia.org/ontology/Muscle,equivalent,0.6214147,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:river,http://dbpedia.org/ontology/River,equivalent,0.599679,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:country,http://dbpedia.org/ontology/Country,equivalent,0.5923684,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:book,http://dbpedia.org/ontology/Book,equivalent,0.61238354,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:televisionnetwork,http://dbpedia.org/ontology/TelevisionStation,equivalent,0.5632,"The similarity score is high, and the context of both classes aligns well, with 'televisionnetwork' and 'televisionstation' both referring to entities that broadcast television content. The semantic fit is strong, making this match the most appropriate choice."
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:fish,http://dbpedia.org/ontology/Fish,equivalent,0.6052457,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:lymphnode,http://dbpedia.org/ontology/Lymph,equivalent,0.59857905,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:awardtrophytournament,http://dbpedia.org/ontology/Award,equivalent,0.5072421,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:race,http://dbpedia.org/ontology/Race,equivalent,0.6070049,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:radiostation,http://dbpedia.org/ontology/RadioStation,equivalent,0.6166085,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:chef,http://dbpedia.org/ontology/Chef,equivalent,0.5831251,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:plant,http://dbpedia.org/ontology/Plant,equivalent,0.61865795,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:cheese,http://dbpedia.org/ontology/Cheese,equivalent,0.6119151,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicsong,http://dbpedia.org/ontology/Song,equivalent,0.5504255,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:crustacean,http://dbpedia.org/ontology/Crustacean,equivalent,0.6226616,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:skiarea,http://dbpedia.org/ontology/SkiArea,equivalent,0.60919845,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:videogame,http://dbpedia.org/ontology/VideoGame,equivalent,0.61649114,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mountain,http://dbpedia.org/ontology/Mountain,equivalent,0.60409874,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:fungus,http://dbpedia.org/ontology/Fungus,equivalent,0.62085605,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:celebrity,http://dbpedia.org/ontology/Celebrity,equivalent,0.6191724,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:conference,http://dbpedia.org/ontology/AcademicConference,equivalent,0.53676623,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:profession,http://dbpedia.org/ontology/Profession,equivalent,0.60290766,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:monument,http://dbpedia.org/ontology/Monument,equivalent,0.60907286,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:magazine,http://dbpedia.org/ontology/Magazine,equivalent,0.5818707,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hobby,http://dbpedia.org/ontology/MusicalArtist,related,0.5016,"Although the similarity score is high, the semantic fit between contexts is not perfect. However, considering the context of 'hobby' and 'musicalartist', it's reasonable to assume that a musical artist can be a hobby. Therefore, the relationship between the source and target class is 'related'."
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:reptile,http://dbpedia.org/ontology/Reptile,equivalent,0.62122726,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:filmfestival,http://dbpedia.org/ontology/FilmFestival,equivalent,0.5891116,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:highway,http://dbpedia.org/ontology/Road,equivalent,0.54979163,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:disease,http://dbpedia.org/ontology/Disease,equivalent,0.6009286,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:street,http://dbpedia.org/ontology/Street,equivalent,0.6021167,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:judge,http://dbpedia.org/ontology/Judge,equivalent,0.58456534,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:sportsleague,http://dbpedia.org/ontology/SportsLeague,equivalent,0.617645,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:model,http://dbpedia.org/ontology/Model,equivalent,0.57854414,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:athlete,http://dbpedia.org/ontology/Athlete,equivalent,0.6302453,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:bombingevent,http://dbpedia.org/ontology/MilitaryConflict,equivalent,0.5022,"The bombing event and military conflict share a similar context, both referring to violent or destructive events. The similarity score is also relatively high, indicating a strong match. Therefore, we consider the bombing event and military conflict to be equivalent."
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:militaryconflict,http://dbpedia.org/ontology/MilitaryConflict,equivalent,0.6233081,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicalbum,http://dbpedia.org/ontology/MusicGenre,related,0.5408,"Although the similarity score is high, the target class 'MusicGenre' is not a direct equivalent of 'musicalbum'. However, it is a related concept, as music genres are often associated with specific albums. This match is more appropriate than the other two options, as it captures the idea that a musicalbum is a collection of music that can be categorized into a specific genre."
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:language,http://dbpedia.org/ontology/Language,equivalent,0.60481644,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:bridge,http://dbpedia.org/ontology/Bridge,equivalent,0.5789499,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:year,http://dbpedia.org/ontology/Year,equivalent,0.6048634,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:astronaut,http://dbpedia.org/ontology/Astronaut,equivalent,0.61830354,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:journalist,http://dbpedia.org/ontology/Journalist,equivalent,0.596479,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicfestival,http://dbpedia.org/ontology/MusicFestival,equivalent,0.60522527,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:earthquakeevent,http://dbpedia.org/ontology/Earthquake,equivalent,0.5918505,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:olympics,http://dbpedia.org/ontology/Olympics,equivalent,0.60196334,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:researchproject,http://dbpedia.org/ontology/ResearchProject,equivalent,0.6098536,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:religion,http://dbpedia.org/ontology/Religious,equivalent,0.5690073,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:coach,http://dbpedia.org/ontology/Coach,equivalent,0.57444465,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:insect,http://dbpedia.org/ontology/Insect,equivalent,0.61314243,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mammal,http://dbpedia.org/ontology/Mammal,equivalent,0.6189184,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:skyscraper,http://dbpedia.org/ontology/Skyscraper,equivalent,0.6223417,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:politicsissue,http://dbpedia.org/ontology/PoliticalParty,related,0.5434,"Although the similarity score is high, the semantic fit is not perfect. The source class 'politicsissue' is more specific than 'PoliticalParty', which is a broader concept. Therefore, the relationship is 'related' rather than 'equivalent'."
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:artery,http://dbpedia.org/ontology/Artery,equivalent,0.6198893,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicartist,http://dbpedia.org/ontology/MusicalArtist,equivalent,0.5591611,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:actor,http://dbpedia.org/ontology/Actor,equivalent,0.58347607,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:cardgame,http://dbpedia.org/ontology/CardGame,equivalent,0.6107686,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:wine,http://dbpedia.org/ontology/Wine,equivalent,0.6127313,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:zoo,http://dbpedia.org/ontology/Zoo,equivalent,0.5992886,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:convention,http://dbpedia.org/ontology/Convention,equivalent,0.61052835,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:vehicle,http://dbpedia.org/ontology/Automobile,equivalent,0.56854904,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:vein,http://dbpedia.org/ontology/Vein,equivalent,0.6178022,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mollusk,http://dbpedia.org/ontology/Mollusca,equivalent,0.584639,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:beach,http://dbpedia.org/ontology/Beach,equivalent,0.5983549,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:newspaper,http://dbpedia.org/ontology/Newspaper,equivalent,0.59327585,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:airport,http://dbpedia.org/ontology/Airport,equivalent,0.59519184,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:cave,http://dbpedia.org/ontology/Cave,equivalent,0.60773623,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:professor,http://dbpedia.org/ontology/Professor,equivalent,0.5995355,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:archaea,http://dbpedia.org/ontology/Archaea,equivalent,0.6248698,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:museum,http://dbpedia.org/ontology/Museum,equivalent,0.6001423,Match based on Embeddings
http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:winery,http://dbpedia.org/ontology/Winery,equivalent,0.6048456,Match based on Embeddings
