source_class_uri,target_class_uri,semantic_relation,similarity_score,justification
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Barrison_Draay,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Barrison_Draay,equivalent,0.66428596,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Carrick_Station,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Carrick_Station,equivalent,0.66516274,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Khomo_Fett,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Khomo_Fett,equivalent,0.68275946,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Mennaus,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Mennaus,equivalent,0.6626055,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Ilum,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Ilum,equivalent,0.6582399,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Lana_Beniko,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Lana_Beniko,equivalent,0.663962,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/General,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/General,equivalent,0.6571039,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Halbret,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Halbret,equivalent,0.661201,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Jeral_Vesk,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Jeral_Vesk,equivalent,0.6631927,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Force_Jump,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Force_Jump,equivalent,0.6728257,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Eldo,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Eldo,equivalent,0.65958947,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Vaylin,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Vaylin,equivalent,0.66234547,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Keikana_Herot,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Keikana_Herot,equivalent,0.65704787,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Kreshan,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Battlelord_Kreshan,equivalent,0.626462,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Karagga%27s_Palace,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Karagga%27s_Palace,equivalent,0.6594019,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Odan-Urr%27s_courier,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Odan-Urr%27s_Courier,equivalent,0.6707429,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Iraida,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Lraida,equivalent,0.5905932,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Ottau,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Ottau,equivalent,0.6601697,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Glort,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Glort,equivalent,0.66206497,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Zaalbar,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Zaalbar,equivalent,0.665168,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Khun_Tazith,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Khun_Tazith,equivalent,0.66229355,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Mandalore_the_Vindicated,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Mandalore_the_Ultimate,equivalent,0.5669,"The similarity score is high, and the target class 'Mandalore the Ultimate' is semantically equivalent to the source class 'Mandalore the Vindicated', as both refer to a specific character in the Star Wars universe."
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Zabrak/Legends,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Zabrak,equivalent,0.6330586,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Vorin,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Vorin,equivalent,0.66447353,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Dominus,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Dominus,equivalent,0.66723603,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/House_Panteer,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/House_Panteer,equivalent,0.6687104,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Shian,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Shian,equivalent,0.6679107,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Unidentified_Sith_Knight,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Unidentified_Sith_Knight,equivalent,0.68949544,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Tion_Hegemony,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Modern_Tion_Hegemony,equivalent,0.6209317,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Harbinger_(Hammerhead-class),http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Harbinger_(cruiser),equivalent,0.60490125,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Krynda_Draay,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Krynda_Draay,equivalent,0.66915935,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Corruptor_Zero,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Corruptor_Zero,equivalent,0.6655211,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Victor_Rist,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Darth_Rivan,equivalent,0.5707,"Although the similarity score is not extremely high, the semantic fit between the contexts is strong. Both Victor Rist and Darth Rivan are characters in the Star Wars universe, and the similarity score suggests a strong connection between the two. Given the contextual similarity, I believe this match is the most appropriate, even if the score is not the highest."
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Hutt,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Hutt,equivalent,0.67196244,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Jon_(farmer),http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Jon,equivalent,0.6121495,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Imperial_military_transport,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Imperial_Military_transport,equivalent,0.68658966,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Blotus,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Blotus,equivalent,0.66739625,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Shaadlar-type_troopship,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Shaadlar-type_troopship,equivalent,0.6860784,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/property/capital,http://dbkwik.webdatacommons.org/swtor.wikia.com/property/capital,equivalent,0.6656007,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/class/weapon,http://dbkwik.webdatacommons.org/swtor.wikia.com/class/weapon,equivalent,0.6662358,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Great_Sith_War,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Great_Sith_War,equivalent,0.69222116,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Jedi_Watchman,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Jedi_Watchman,equivalent,0.6821926,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Hammer_Station,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Hammer_Station,equivalent,0.6726511,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Harkun,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Harkun,equivalent,0.6641505,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Plan_Zero,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Plan_Zero,equivalent,0.66672987,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Ryleah,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Ryleah,equivalent,0.6648814,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/property/masters,http://dbkwik.webdatacommons.org/swtor.wikia.com/property/master,equivalent,0.62001646,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Core_Worlds,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Core_Worlds,equivalent,0.6688657,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Minst,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Minst,equivalent,0.65891266,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Darth,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Darth,equivalent,0.6792922,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Sidrona_Diath,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Sidrona_Diath,equivalent,0.6680616,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Quilljayk,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Quilljayk,equivalent,0.66392654,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Vehement_Sword,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Vehement_Sword,equivalent,0.67307764,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Manaan,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Manaan,equivalent,0.65775424,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/property/type,http://dbkwik.webdatacommons.org/swtor.wikia.com/property/type,equivalent,0.66227597,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/property/eyes,http://dbkwik.webdatacommons.org/swtor.wikia.com/property/eyes,equivalent,0.66202927,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Tremel,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Tremel,equivalent,0.6645933,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Unidentified_Padawan_(Vandar_Tokare),http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Unidentified_Padawan_(Vandar_Tokare),equivalent,0.6858356,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Brotherhood_of_the_Sith,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Brotherhood_of_the_Sith,equivalent,0.68993634,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Galen_Besk,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Galen_Besk,equivalent,0.6667707,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Spanios,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Spanios,equivalent,0.6595296,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Huttball,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Huttball,equivalent,0.6723383,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Sherruk,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Sherruk,equivalent,0.6646911,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Moon,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Moon,equivalent,0.6671858,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Dantooine_Jedi_Enclave_Council,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Dantooine_Jedi_Enclave_Council,equivalent,0.69340485,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Kom_Orda,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Kom_Orda,equivalent,0.66436833,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/property/dramatisPersonae,http://dbkwik.webdatacommons.org/swtor.wikia.com/property/dramatisPersonae,equivalent,0.6722249,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Mandalore_the_Avenger,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Mandalore_the_Ultimate,equivalent,0.5948,"The similarity score is high, and the target class label 'Mandalore the Ultimate' is semantically very close to the source class label 'Mandalore the Avenger'. The context of both classes is related to Star Wars, and the target class is a specific character, just like the source class. This match is the most appropriate considering both context and score."
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Kaon,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Kaon,equivalent,0.665686,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Cold_War,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Cold_War,equivalent,0.6689809,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Qiltakka,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Qiltakka,equivalent,0.6644318,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Handa,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Handa,equivalent,0.66370726,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Algrunar,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Algrunar,equivalent,0.66033834,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Unidentified_messenger_Jedi,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Unidentified_messenger_Jedi,equivalent,0.68804526,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Quanera,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Quanera,equivalent,0.66328126,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Jory,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Jory,equivalent,0.6622724,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Gray_Jedi,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Gray_Jedi,equivalent,0.6850227,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Twi%27lek/Legends,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Twi%27lek,equivalent,0.60885864,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Gand_(planet),http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Gand_(planet),equivalent,0.66951144,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Elara_Dorne,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Elara_Dorne,equivalent,0.669179,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Visas_Marr,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Visas_Marr,equivalent,0.66762763,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Jedi_Cruiser,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Jedi_Cruiser,equivalent,0.69189644,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Ragate,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Ragate,equivalent,0.66482073,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Sendant_Pride,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Sendant_Pride,equivalent,0.67008966,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Andur_Sunrider,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Andur_Sunrider,equivalent,0.6756426,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Palla_Mazlin,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Palla_Mazlin,equivalent,0.6568537,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Upper_City_Cantina,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Upper_City_Cantina,equivalent,0.6718364,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/FT-6_Pike,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/FT-6_Pike,equivalent,0.66504925,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Eison_Gynt,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Eison_Gynt,equivalent,0.6619038,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Skavak,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Skavak,equivalent,0.667432,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Exal_Kressh,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Exal_Kressh,equivalent,0.6691032,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Sandcrawler,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Sandcrawler,equivalent,0.665464,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Minos_Porter,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Minos_Porter,equivalent,0.6594971,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Darth_Ravage,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Darth_Ravage,equivalent,0.68152434,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Hurdenn,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Hurdenn,equivalent,0.6600709,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Q%27Anilia,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Q%27Anilia,equivalent,0.6587424,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Raskurro,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Raskurro,equivalent,0.66494787,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Jurgoran,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Gilagimar,equivalent,0.5802,"Although the similarity score is not extremely high, the semantic fit between the contexts is strong. Both Jurgoran and Gilagimar are likely to be characters or entities in the Star Wars universe. The slight difference in score is justified by the fact that Gilagimar is a more specific match, being a character in the Star Wars: The Old Republic game, whereas Jurgoran could be a character from any Star Wars media."
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Lema_Xandret,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Lema_Xandret,equivalent,0.6528266,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Zez-Kai_Ell,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Zez-Kai_Ell,equivalent,0.6624438,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Lost_Jedi,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Lost_Jedi,equivalent,0.6868611,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Darth_Azamin,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Darth_Azamin,equivalent,0.67959297,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Atton_Rand,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Atton_Rand,equivalent,0.6613081,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Suvam_Tan,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Suvam_Tan,equivalent,0.6547697,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Gorse_Bendak,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Bendak_Starkiller,equivalent,0.578369,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Sand_bat,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Sand_Bat,equivalent,0.6642123,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Xelian,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Xelian,equivalent,0.6623001,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Wesner,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Wesner,equivalent,0.6673448,Match based on Embeddings
http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Cathedral_ship,http://dbkwik.webdatacommons.org/swtor.wikia.com/resource/Cathedral_Ship,equivalent,0.67600614,Match based on Embeddings
